str_1164|Dummy first line
str_id_5144|你 谈 到 宣 称。{s14} 必 须 有 强 法 律 宣 称 才 能 避 免 王 国 混 乱，而 你 的 很 稳 固。
str_id_5145|你 谈 到 宣 称。{s14} 必 须 有 强 法 律 宣 称 才 能 避 免 王 国 混 乱，但 你 的 宣 称 不 够 强。
str_id_5146|你 谈 到 保 护 领 主 的 权 利。{s14} 尊 重 封 臣 的 权 利 当 然 重 要，但 我 担 心 没 有 正 当 理 由 登 上 王 座 的 {s14} 不 会 公 正 统 治。
str_id_5147|你 谈 到 保 护 {s15} 的 权 利。{s14} 尊 重 封 臣 的 权 利 当 然 重 要。然 而，我 想 知 道 你 能 否 兑 现 承 诺。
str_id_5148|你 谈 到 保 护 平 民。我 会 乐 意 效 忠 尊 重 臣 民 权 利 的 {s14}，但 我 担 心 没 有 正 当 理 由 登 上 王 座 的 {s14} 不 会 公 正 统 治。
str_id_5149|你 谈 到 保 护 平 民。我 会 乐 意 效 忠 尊 重 臣 民 权 利 的 {s14}。然 而，我 想 知 道 你 能 否 兑 现 承 诺。
str_id_5150|我 才 不 会 因 为 虚 无 的 诺 言 而 动 摇。
str_id_5151|你 谈 到 统 一 旧 世 界。若 能 为 这 片 大 地 带 来 和 平，确 是 好 事；我 也 相 信 你 有 足 够 的 力 量 做 到。{reg33?:}
str_id_5152|你 谈 到 统 一 旧 世 界。给 王 国 带 来 和 平 是 好 事，但 以 你 王 国 现 状，我 担 心 你 只 会 带 来 更 多 纷 争。
str_id_5154|我 的 {s11}{s15}
str_id_5156|我 的 {s11}{s18}
str_id_5157|所 谓 的 {s11}{s18}
str_id_5158|{s18} 想 要 骗 取 我 的 继 承 权。感 谢 上 帝，我 了 解 我 的 权 利，并 且 我 不 会 放 弃。
str_id_5159|{s18} 已 质 疑 过 我 的 荣 誉 与 勇 气。我 盼 着 有 一 天 能 同 {reg3?她:他} 一 战，让 那 人 把 那 些 话 吞 回 去。
str_id_5160|{s18} 曾 质 疑 我 的 战 场 判 断。天 哪，难 道 {reg3?她 :他 } 要 我 们 逃 避 职 责 不 去 打 击 君 主 的 敌 人？
str_id_5161|{s18} 似 乎 认 为 {reg3?她:他} 对 我 的 部 分 财 产 享 有 权 利。但 事 实 并 非 如 此。
str_id_5162|{s18} 曾 误 解 我 的 话。固 执 的 {reg3?婊 子 :混 蛋 } 不 肯 罢 休，一 直 想 逼 我 收 回 言 论。
str_id_5163|{s18} 是 个 只 会 推 卸 责 任 的 狡 猾 家 伙，我 一 点 儿 都 不 信 任 他。
str_id_5164|{s18}？我 鄙 视 {reg3?她:他}。{reg3?她:他} 自 以 为 是 令 人 作 呕 的 道 德 楷 模，满 脑 子 只 想 着 侮 辱 上 级。
str_id_5165|{s18} 曾 和 我 达 成 了 一 个 小 小 的 协 定，不 过 他 现 在 正 想 方 设 法 地 回 避 它。
str_id_5166|{s18} 曾 经 帮 我 办 过 事，现 在 他 觉 得 我 是 欠 他 的。我 才 不 欠 他 什 么 呢。
str_id_5167|{s18} 软 弱 无 能，不 配 治 理 封 地，我 一 直 厌 恶 {reg3?她 :他 }。
str_id_5168|在 我 看 来，{s18} 是 个 好 争 吵 的 蠢 货 和 累 赘，我 已 经 让 {reg3?她 :他 } 知 道 这 点。
str_id_5169|不 知 为 何，{s18}似 乎 对 我 心 怀 成 见。我 不 喜 欢 说 人 坏 话，但{reg3?她:他}有 时 的 确 像 个 无 赖。
str_id_5170|{s18} 我 不 知 道 为 什 么 虽 不 说 恶 人，但 以 为 恶 人。
str_id_5171|{s18} 对 我 总 是 很 傲 慢，不 过 我 可 没 招 惹 过 他。
str_id_5172|{s18} 被 公 认 为 没 有 什 么 名 誉 可 言，他 是 一 个 阴 谋 制 造 者，我 担 心 他 会 把 我 们 卷 入 战 争 或 者 煽 动 我 们 叛 乱。
str_id_5173|{s18} 令 我 失 望。我 曾 批 评 {reg3?她:他} 在 战 斗 中 的 鲁 莽，{reg3?她:他} 便 因 此 恼 怒。我 绝 不 会 为 尽 力 拯 救 对 方 及 其 部 下 而 道 歉。
str_id_5174|{s18} 挥 霍 金 钱、纵 情 享 乐，一 点 也 不 像 贵 族。这 么 做 让 我 们 全 体 蒙 羞。{reg3?:}
str_id_5175|{s18} 总 是 在 我 背 后 说 我 的 坏 话。
str_id_5176|{s18} 不 配 获 得 敬 重。{reg3?她:他} 与 商 人 厮 混，放 高 利 贷，言 语 粗 鄙，也 毫 不 在 意 维 护 自 己 的 身 份。
str_id_5177|{s18} 谴 责 我 从 事 商 业。这 有 什 么 错？
str_id_5178|{s18}，我 听 说 这 家 伙 曾 在 农 民 中 散 播 煽 动 性 的 思 想，这 个 笨 蛋 迟 早 会 把 我 们 都 害 惨 的。
str_id_5179|{s18} 不 喜 欢 我 如 何 对 待 我 的 农 民。但 我 教 他 们 与 所 谓 的"贵 族"平 等，对 他 有 什 么 影 响？
str_id_5180|一 位 非 常 英 勇 的 {reg3?淑 女 :绅 士 }，懂 得 如 何 对 待 一 位 {reg65?女 士 :年 轻 男 子 }{reg3?:}
str_id_5181|一 个 下 流 无 赖 
str_id_5182|一 个 人 谁 对 待 我 像 他 的 平 等，这 是 罕 见 的
str_id_5183|似 乎 会 用 他 的 地 产 和 马 匹 来 作 为 对 我 的 奖 赏 
str_id_5184|有 点 无 聊，但 你 能 指 望 什 么 呢……
str_id_5185|命 运 为 我 安 排 的 {reg3?那 个 人 :男 子 }
str_id_5186|对 我 不 合 适—— 我 说 不 清 为 什 么，但 {reg3?她 :他 } 让 我 毛 骨 悚 然
str_id_5187|是 一 个 {reg3?女 性 :男 性 }，明 显 打 算 在 世 上 留 下 {reg3?她 :他 } 的 印 记
str_id_5188|是 一 个 懒 散、天 真 的 人，比 {reg3?她 :他 } 聪 明 的 人 的 猎 物
str_id_5189|是 一 个 性 格 坚 定 的 {reg3?女 性 :男 性 }
str_id_5190|似 乎 没 有 道 德
str_id_5191|似 乎 没 有 纪 律
str_id_5199|强 盗 攻 击 了 旅 人，估 计 在 悬 赏 他 们 了 
str_id_5227|合 计 增 加：{reg4}
str_id_5228|合 计 减 少：{reg4}
str_id_5231|{s11} 转 移 到 {s10}。
str_id_5247|{s3} 与 {s4} 在 {s5} 成 婚。
str_id_5248|在 我 有 空 担 心 其 他 事 情 前 我 得 先 把 这 件 事 解 决 了。
str_id_5249|其 他 事 务 优 先。
str_id_5250|我 不 能 在 这 座 城 堡 被 围 攻 的 时 候 离 开。
str_id_5251|最 终，我 们 在 被 围 攻。
str_id_5252|和 敌 人 光 明 正 大 地 打 的 话 我 们 实 力 不 够。
str_id_5253|我 应 该 找 面 厚 实 的 城 墙 做 掩 体。
str_id_5254|据 报 附 近 有 敌 人，我 们 应 该 准 备 好 要 么 驻 守 城 墙，要 么 出 击 作 战。
str_id_5255|敌 人 在 附 近。
str_id_5256|身 为 元 帅，我 正 在 召 集 我 们 王 国 的 军 队。
str_id_5257|身 为 元 帅，我 正 在 召 集 我 们 王 国 的 军 队。我 们 将 赶 往 {s10} 地 区 以 通 知 更 多 的 领 主 们 加 入。
str_id_5258|我 计 划 召 集 王 国 的 军 队。
str_id_5259|身 为 元 帅，我 正 率 领 部 队 进 行 围 攻。
str_id_5260|我 打 算 开 始 攻 城。
str_id_5261|身 为 元 帅，我 正 率 领 部 队 进 行 劫 掠。
str_id_5262|我 打 算 开 始 劫 掠。
str_id_5263|身 为 元 帅，我 正 率 领 我 们 的 部 队 搜 索 敌 军。
str_id_5264|我 计 划 率 领 我 们 的 部 队 去 搜 索 敌 军。
str_id_5265|身 为 元 帅，我 正 率 领 我 们 的 部 队 去 与 敌 人 交 战。
str_id_5266|我 计 划 率 领 我 们 的 部 队 迎 击 敌 军。
str_id_5267|我 没 有 足 够 的 部 队，需 要 再 招 一 些。
str_id_5268|我 正 在 减 员。
str_id_5269|我 们 会 听 从 你 的 指 示 的。
str_id_5270|我 得 为 你 的 婚 礼 做 准 备。
str_id_5271|总 之，我 得 为 你 的 婚 礼 做 准 备。
str_id_5272|我 现 在 前 往 我 们 的 婚 礼 地 点。
str_id_5273|总 之，我 们 很 快 就 要 结 婚 了！
str_id_5274|我 正 在 那 里 举 办 宴 会。
str_id_5275|我 有 一 场 宴 会 要 举 办。
str_id_5276|我 就 是 新 郎。
str_id_5277|我 的 婚 期 临 近 了。
str_id_5278|我 带 着 太 多 的 战 利 品 和 俘 虏，我 得 好 好 看 着 他 们。
str_id_5279|看 来 我 得 丢 下 一 些 俘 虏 了。
str_id_5280|它 防 守 薄 弱，我 得 增 援 它。
str_id_5281|这 儿 是 我 们 防 线 上 的 一 个 漏 洞。
str_id_5282|我 将 遵 从 元 帅 的 命 令。
str_id_5283|元 帅 已 经 向 我 下 达 了 这 项 命 令。
str_id_5284|我 正 在 回 应 元 帅 的 召 集。
str_id_5285|我 们 的 王 国 需 要 我 的 支 援。敌 人 正 在 劫 掠 我 们 离 此 不 远 处 的 一 个 村 庄。我 将 赶 赴 那 里。
str_id_5286|元 帅 发 布 了 召 集 令。
str_id_5287|战 友。
str_id_5288|我 支 持 我 的 {s11}{s10}。
str_id_5289|我 认 为 我 的 一 个 同 伴 处 境 危 险。
str_id_5291|一 座 要 塞 容 易 遭 到 攻 击。
str_id_5292|我 认 为 敌 军 现 在 很 虚 弱。
str_id_5293|我 要 去 我 的 治 下 征 税 收 租。
str_id_5294|我 好 久 没 有 巡 视 我 的 封 的 了。
str_id_5295|我 的 部 下 都 疲 倦 了，我 们 要 回 家 了。
str_id_5296|我 的 部 下 开 始 疲 倦。
str_id_5297|我 有 些 事 情 得 和 这 儿 的 领 主 解 决。
str_id_5298|我 在 考 虑 解 决 一 笔 旧 账。
str_id_5299|我 有 点 儿 缺 钱，听 说 那 儿 挺 富 有 的。
str_id_5300|我 得 弄 些 儿 钱，最 好 是 从 敌 人 那 儿 弄 来。
str_id_5301|突 袭 敌 人 最 富 裕 的 地 方，也 许 可 以 把 他 们 拖 入 战 争！
str_id_5302|我 计 划 执 行 攻 击。
str_id_5303|也 许，如 果 我 们 再 努 力 一 次 的 话 我 们 就 能 结 束 这 场 战 争 了。
str_id_5304|再 加 把 劲 或 许 我 们 就 能 结 束 这 场 战 争 了。
str_id_5305|我 想 参 加 那 儿 的 宴 会。
str_id_5306|那 儿 有 个 我 想 参 加 的 宴 会。
str_id_5307|那 儿 有 个 美 女，我 想 追 求 她。
str_id_5308|我 打 算 追 求 一 位 美 女。
str_id_5309|我 收 到 报 告 说 敌 军 已 经 进 入 这 块 区 域。
str_id_5310|我 收 到 报 告 说 敌 军 已 经 入 侵 我 国。
str_id_5311|我 得 花 些 时 间 陪 陪 家 人。
str_id_5312|我 好 久 没 和 家 人 一 起 欢 度 快 乐 时 光 了。
str_id_5313|我 在 看 守 边 境。
str_id_5314|或 许 会 需 要 我 警 戒 边 界。
str_id_5315|我 会 保 卫 我 家 附 近 的 区 域……
str_id_5316|我 也 许 应 该 待 在 家 里。
str_id_5317|我 想 不 出 我 还 能 做 什 么……
str_id_5318|我 会 有 始 有 终 的。
str_id_5319|我 是 无 家 可 归 的 人。
str_id_5321|我 会 独 自 行 动，因 为 还 没 有 任 命 元 帅。
str_id_5322|我 会 独 自 行 动，因 为 元 帅 现 在 身 体 不 适。
str_id_5323|我 会 独 自 行 动，因 为 我 国 现 在 并 没 有 战 役。
str_id_5324|我 不 会 跟 随 元 帅，因 为 我 担 心 他 会 让 我 们 打 败 仗。
str_id_5325|我 不 会 跟 随 元 帅，因 为 他 的 判 断 和 决 定 令 我 怀 疑。
str_id_5326|我 不 会 跟 随 元 帅，因 为 我 可 以 做 得 比 他 更 好。
str_id_5327|{s16} 已 经 让 我 们 在 这 场 战 役 上 拖 得 太 久 了，并 且 还 有 别 的 紧 迫 的 事 情 必 须 要 我 去 亲 自 处 理。
str_id_5328|我 不 会 参 加 元 帅 的 战 役，因 为 我 找 不 到 我 们 的 大 部 队。
str_id_5329|我 会 独 自 行 动。尽 管 在 我 们 的 边 界 上 发 现 了 一 些 敌 人，但 他 们 并 没 有 大 规 模 地 进 犯，而 地 方 守 军 将 能 够 消 灭 他 们。
str_id_5330|国 家 的 需 求 优 先。
str_id_5331|我 们 快 被 {s9} 打 败 了，大 家 自 保 吧。
str_id_5332|我 们 应 当 亲 历 这 次 围 攻 直 到 结 束。
str_id_5333|我 们 应 该 着 手 准 备 防 守 {s21}，但 是 我 们 必 须 先 集 结 部 队 来 获 得 足 够 让 我 们 取 胜 的 力 量。
str_id_5334|我 们 应 该 着 手 准 备 防 守 {s21}。现 在 首 先 我 们 必 须 集 结 部 队。
str_id_5335|我 们 应 该 击 破 对 {s21} 的 包 围。
str_id_5336|我 们 应 该 突 袭 {s21} 附 近 的 敌 军。
str_id_5337|发 现 了 {s21} 的 军 队，我 们 得 迎 击。
str_id_5338|我 们 得 速 战 速 决，这 样 封 臣 们 就 可 以 处 理 他 们 自 己 的 事 情 了。
str_id_5339|领 主 们 已 经 厌 倦 了 一 次 又 一 次 的 战 役，我 们 最 好 让 他 们 暂 时 得 以 休 养 生 息。
str_id_5340|封 臣 们 还 需 要 时 间 去 处 理 他 们 的 私 事。
str_id_5341|是 时 候 进 攻 了，我 们 得 先 召 集 军 队。
str_id_5342|我 们 只 召 集 了 寥 寥 几 位 领 主，在 决 定 进 攻 目 标 并 出 发 前，我 们 一 定 要 聚 集 更 多 的 部 队。
str_id_5343|没 有 必 要 在 边 境 附 近 开 战，我 们 可 以 夺 取 他 们 的 一 个 重 镇。
str_id_5344|我 们 应 当 利 用 我 们 在 {s21} 的 胜 利，乘 势 夺 取 他 们 的 一 个 要 塞。
str_id_5345|我 们 应 该 长 驱 直 入，直 捣 敌 国 的 核 心，竭 尽 所 能 攻 占 那 些 富 有 的 城 镇。
str_id_5346|军 队 将 被 解 散，因 为 我 们 花 了 太 长 时 间 来 考 虑，却 还 没 有 一 个 攻 击 的 目 标。
str_id_5347|部 队 将 被 解 散，以 负 责 巡 逻 和 保 卫 我 们 的 土 地 免 受 混 乱 的 重 担。
str_id_5348|该 是 吃 散 伙 饭 的 时 候 了。
str_id_5349|我 们 应 该 继 续 进 行 宴 会，除 非 出 了 什 么 意 外。
str_id_5350|你 想 过 要 举 办 一 次 宴 会。
str_id_5351|你 的 婚 期 已 近，尊 敬 的 女 士。
str_id_5352|你 的 婚 期 临 近 了。
str_id_5353|{s22} 和 {s23} 打 算 结 婚。
str_id_5354|这 个 王 国 的 领 主 们 已 经 很 久 没 有 聚 在 一 起 举 行 宴 会 了。
str_id_5355|此 一 时 彼 一 时，我 们 应 该 立 刻 停 下 来，重 新 考 虑 这 件 事。
str_id_5357|{s15} 正 在 和 {s16} 开 战。
str_id_5358|眼 下，{s15} 与 {s16} 达 成 了 停 战 协 议。从 一 般 策 略 上 来 说，
str_id_5359|眼 下，{s16} 近 来 的 挑 衅 行 为，使 得 {s15} 被 迫 宣 战。从 一 般 策 略 上 来 说，
str_id_5361|{s12}{s15} 无 法 与 {s16} 因 为 这 会 阻 止 他 要 求 王 位 这 场 内 战 一 定 会 以 一 方 战 胜 另 一 方 而 结 束。
str_id_5362|{s12}{s15}认 为{s16}既 危 险 又 不 可 信 任，{reg4?她:他}一 心 想 将 其 扳 倒。
str_id_5363|{s12}{s15} 急 于 收 回 原 有 的 领 地，比 如 现 在 归 属 于 {s16} 的 {s18}。
str_id_5364|{s12}{s15} 觉 得 {reg4?她 :他 } 快 要 赢 得 与 {s16} 的 战 争 了，所 以 没 理 由 不 继 续 打 下 去。
str_id_5365|{s12}{s15} 面 临 了 太 多 的 国 内 问 题，以 至 于 不 能 忽 视 最 近 由 {s16} 引 发 的 事 端。
str_id_5366|{s12} 尽 管 {reg4?她 :他 } 在 多 个 战 线 作 战，{s15} 倾 向 于 为 了 荣 耀 而 继 续 对 {s16} 的 战 争 一 段 时 间。
str_id_5367|{s12} 觉 得 {reg4?她 :他 } 需 要 让 他 的 军 队 休 息 一 下，在 长 期 的 战 役 后 重 新 集 结。{s15} 倾 向 于 晚 些 时 候 重 新 开 始 对 {s16} 的 战 争。
str_id_5368|{s12}{s15} 觉 得 {reg4?她 :他 } 必 须 为 了 荣 耀 而 继 续 对 {s16} 的 战 争 一 段 时 间。
str_id_5369|{s12}{s15} 目 前 正 在 进 攻 {s16} 的 领 地 {s17}，并 且 不 接 受 和 谈。
str_id_5370|{s16} 的 实 力 日 益 壮 大，让 {s12}{s15} 心 生 警 惕。
str_id_5371|{s12}{s15} 不 信 任 {s16}，担 心 王 国 之 间 达 成 的 任 何 协 议 可 能 不 保。
str_id_5372|{s12}{s15} 四 面 受 敌，非 常 希 望 能 与 {s16} 和 谈。
str_id_5373|{s12}{s15} 似 乎 认 为 {s16} 和 {reg4?她 :他 } 有 共 同 的 敌 人，即 {s17}。
str_id_5374|{s12}{s15} 对 {reg4?她 :他 } 未 能 给 与 {s16} 决 定 性 的 打 击 感 到 相 当 失 望。
str_id_5375|{s12}{s15} 在 与 {s16} 的 交 战 中 吃 够 了 苦 头，而 收 获 甚 微，所 以 准 备 和 谈。
str_id_5376|{s12}{s15} 想 要 稳 固 与 {s16} 之 间 的 停 战 协 定，以 此 来 应 对 来 自 {s17} 的 威 胁。
str_id_5377|{s12}{s15} 希 望 与 {s16} 保 持 和 平 以 便 继 续 与 {s17} 的 战 争。
str_id_5378|{s12}{s15} 似 乎 受 到 {s16} 的 威 胁，表 示 愿 意 与 之 停 战。
str_id_5379|{s12}{s15} 已 经 没 有 了 继 续 与 {s16} 交 战 的 理 由，一 旦 时 机 成 熟，双 方 将 恢 复 和 平。
str_id_5380|{s12}{s15} 似 乎 愿 意 与 {s16} 加 深 友 好 关 系。
str_id_5381|你 说 什 么？你 是 怎 么 觉 得 你 有 资 格 跟 我 们 家 族 联 姻 的？
str_id_5382|嗯……至 于 那 位 女 士，我 们 想 找 的 是 有 一 定 身 份 的 {reg33?新 娘:新 郎}。好 好 战 斗，多 攒 些 钱，也 许 将 来 某 一 天 我 们 可 以 再 谈 此 事，我 亲 爱 的 {reg33:女 士:先 生}！
str_id_5383|嗯……关 于 夫 人，我 们 特 别 在 寻 找 一 位 {reg33?新 娘 :新 郎 } 有 些 声 望 的。
str_id_5384|对 你 来 说，现 在 就 谈 这 个 未 免 太 早 了 点 儿。你 还 得 在 这 个 世 界 上 多 留 下 点 儿 痕 迹 呢。
str_id_5385|你 并 没 有 效 力 于 {s4}，所 以 我 得 说“不”。如 果 有 一 天 我 们 在 战 场 上 相 遇，我 可 不 想 杀 了 我 的 姻 亲。
str_id_5386|你 并 不 是 {s4} 的 封 臣，所 以 我 回 绝 你 的 请 求。要 知 道，无 常 的 命 运 可 能 会 让 我 们 刀 剑 相 向，我 可 不 希 望 把 我 应 该 保 护 的 女 士 变 成 寡 妇。
str_id_5387|既 然 你 不 是 效 忠 于 我 的 君 主 的 封 臣，没 有 统 治 领 地 的 权 力，那 么 我 必 须 拒 绝 你 与 我 的 家 族 联 姻 的 请 求。
str_id_5388|听 着，{reg33?姑 娘 :小 伙 子 }—— 年 轻 的 {s14} 一 直 在 向 {s16} 求 爱，你 得 承 认—— 他 对 她 来 说 是 比 你 更 好 的 选 择。所 以 我 们 就 别 再 谈 这 个 了，好 吗？
str_id_5389|我 并 不 喜 欢 你，{reg33?:}。保 护 家 中 女 士 免 受 不 良 追 求 者 纠 缠，是 我 的 责 任……
str_id_5390|嗯，年 轻 的 姑 娘 们 很 容 易 被 引 入 歧 途，所 以，出 于 对 我 家 族 的 女 士 们 的 责 任 感，我 需 要 更 深 入 地 了 解 你。这 事 儿 咱 们 以 后 再 说 吧。
str_id_5391|你 也 许 真 的 跟 这 位 年 轻 的 女 士 很 般 配。
str_id_5392|{reg33?夫 人 :先 生 }—— 鉴 于 我 们 过 去 的 关 系，这 个 提 议 非 常 令 人 惊 讶。我 不 认 为 你 是 那 种 能 屈 服 于 {reg33?丈 夫 :妻 子 } 意 志 的 {reg33?女 人 :男 人 }，我 宁 愿 我 们 的 婚 姻 生 活 不 会 成 为 不 断 争 吵 的 源 头。
str_id_5393|我 更 愿 意 嫁 给 一 位 端 庄 的 {reg33?少 女:领 主}，会 {reg33?服 从:珍 爱}{reg33?她:他} 的 {reg33?丈 夫:妻 子}，而 不 是 挥 剑 砍 掉 {reg33?他:她} 脑 袋 的 人。
str_id_5394|{reg33?女 士:大 人}，我 虽 然 钦 佩 你 的 勇 气 与 美 貌，但 还 是 得 坦 白：像 你 这 样 的 {reg33?女 人:男 人}，并 不 符 合 我 对 {reg33?妻 子:丈 夫} 的 期 待。我 希 望 对 方 {reg33?温 柔、端 庄 而 纯 洁:刚 毅、体 面 而 纯 洁}。请 原 谅 我。
str_id_5395|不。我 想 要 一 个{reg33?女 人 :男 人 }，懂 得 闭 嘴，并 照 吩 咐 办 事。我 看 你 不 是 那 种 人。
str_id_5396|我 的 {reg33?女 士 :领 主 }，你 拥 有 巨 大 的 魅 力，但 没 有 财 产。在 你 获 得 一 些 财 产 之 前，娶 你 将 会 是 对 我 的 祖 先 和 血 脉 的 不 孝。
str_id_5397|我 的 {reg33?女 士:大 人}，你 是 个 既 无 显 赫 家 世、又 无 任 何 财 产 的 {reg33?女 人:男 人}—— 简 而 言 之，籍 籍 无 名。你 认 为 自 己 配 得 上 与 我 的 家 族 联 姻 吗？
str_id_5398|我 的 {reg33?女 士 :领 主 }—— 请 原 谅—— 我 们 之 间 的 纽 带 质 量 不 是 诗 人 们 所 说 的 维 持 幸 福 婚 姻 所 必 需 的 那 种。
str_id_5399|嗯，我 觉 得 如 果 要 继 续 跟 {s4} 好 好 相 处，最 好 不 要 跟 你 结 婚。
str_id_5400|你 效 忠 于 另 一 个 王 国。我 不 认 为{s4}会 祝 福 我 们 的 结 合。
str_id_5401|{reg33?夫 人 :先 生 }，我 的 心 目 前 属 于 {s4}。[但 你 觉 得 他 们 其 实 对 你 没 有 热 情，只 是 太 礼 貌 而 不 说 出 口 ]
str_id_5402|我 的 {reg33?女 士:大 人}，你 是 一 位 精 神 与 勇 气 兼 备 的 {reg33?女 人:男 人}，拥 有 {reg33?美 貌:力 量}、{reg33?优 雅:胆 识} 与 智 慧。我 会 考 虑 你 的 提 议。
str_id_5403|我 的 {reg33?女 士:大 人}，你 是 一 位 精 神 与 勇 气 兼 备 的 {reg33?女 人:男 人}，拥 有 {reg33?美 貌:力 量}、{reg33?优 雅:胆 识} 与 智 慧。如 果 你 愿 成 为 我 的 {reg33?妻 子:丈 夫}，我 将 深 感 荣 幸。
str_id_5405|啊——“凯 斯 和 莱 亚 拉”—— 真 是 个 凄 美 的 传 说。来 我 们 家 的 吟 游 诗 人 们，一 次 又 一 次 地 提 起 这 首 诗，而 每 一 次 我 都 听 得 流 下 眼 泪。
str_id_5406|“凯 斯 和 莱 亚 拉”？就 像 三 百 段 无 聊 的 啜 泣，如 果 你 要 我 评 价 它 的 话。如 果 凯 斯 想 要 走 出 悲 伤，那 么 他 必 须 活 在 现 实 里，而 不 是 牵 挂 着 那 些 得 不 到 的 东 西。
str_id_5407|“凯 斯 和 莱 亚 拉”？谁 也 不 应 该 写 出 如 此 悲 伤 的 诗 歌！如 果 老 天 注 定 要 让 凯 斯 和 莱 亚 拉 在 一 起，那 么 他 们 的 爱 情 就 该 冲 破 所 有 的 阻 碍！
str_id_5408|啊，“凯 斯 和 莱 亚 拉”很 古 老 的 备 用 文 章，但 是，已 经 过 时 了。
str_id_5409|“海 格 雷 德 和 凯 拉”的 传 说？我 们 的 祖 先 生 活 在 多 么 幸 福 的 年 代 啊！像 凯 拉 那 样 的 女 人，可 以 像 男 人 一 样 外 出 冒 险，为 自 己 赢 得 名 声，而 不 是 活 在 丈 夫 的 阴 影 之 下。
str_id_5410|啊，“海 格 雷 德 和 凯 拉”的 传 说。有 一 个 知 道 自 己 想 追 求 什 么 的 女 士，并 且 为 了 自 己 的 追 求 无 所 畏 惧。
str_id_5411|“海 格 雷 德 和 凯 拉”的 传 说？虽 然 是 个 糟 糕 的 故 事，不 过 它 谈 到 了 伟 大 的 爱 情，如 果 她 愿 意 向 自 己 的 家 族 开 战 的 话。
str_id_5412|“海 格 雷 德 和 凯 拉”的 传 说？我 记 得，凯 拉 把 不 道 德 的 激 情，看 得 比 家 族 的 责 任 更 重 要，还 跟 自 己 的 父 亲 开 战 了。我 可 没 时 间 浪 费 在 一 首 赞 美 这 种 女 人 的 诗 歌 上。
str_id_5413|“海 格 雷 德 和 凯 拉”的 传 说？女 人 怎 么 能 穿 上 盔 甲，拿 起 剑 呢？男 人 又 怎 么 会 爱 上 这 么 粗 鲁 的 家 伙！
str_id_5414|“花 园 中 的 谈 话”？我 不 是 很 理 解 诗 歌 中 那 位 女 士 的 想 法，如 果 她 爱 那 个 男 人，那 为 什 么 又 要 这 么 捉 弄 他 呢？
str_id_5415|“花 园 中 的 谈 话”？让 我 们 瞧 瞧—— 太 不 光 彩 了，歌 颂 欺 骗，最 终 使 一 个 少 女 屈 从 于 她 低 级 的 情 欲……不 过 我 还 是 觉 得 它 很 迷 人，也 许 因 为 它 告 诉 了 我 们 爱 情 不 必 因 为 悲 剧 而 令 人 难 忘。
str_id_5416|“花 园 中 的 谈 话”？这 是 所 有 女 士 都 需 要 谨 记 于 心 的 故 事，因 为 她 们 都 将 会 经 历 那 种 微 妙 的 感 觉！
str_id_5417|“花 园 中 的 谈 话”？我 觉 得 它 很 好 笑—— 不 过 里 面 确 实 没 有 任 何 可 以 触 动 我 灵 魂 的 内 容。
str_id_5418|“爱 情 城 堡 之 风 暴”？啊，是 的。男 人 在 努 力 奋 斗 的 时 候，女 士 只 是 坐 着，什 么 也 不 做。我 的 生 活 里 有 太 多 这 样 的 事 了，为 什 么 还 得 从 诗 歌 里 听 到？
str_id_5419|“爱 情 城 堡 之 风 暴”？啊，是 的。一 首 振 奋 人 心，赞 美 男 人 和 女 人 各 自 的 美 德 的 颂 词。
str_id_5420|“爱 情 城 堡 之 风 暴”？啊，是 的。尽 管 它 是 一 首 关 于 美 德 的 好 诗，可 它 完 全 没 有 提 到 激 情！
str_id_5421|“爱 情 城 堡 之 风 暴”？啊……一 篇 伪 装 成 爱 情 诗 的 说 教，如 果 你 要 我 评 价 它 的 话。
str_id_5422|“心 中 的 渴 望”？啊，一 篇 对 最 最 完 美 的 爱 情 的 最 美 的 总 结！如 果 能 像 诗 歌 里 那 样 去 爱，毫 无 疑 问，将 会 是 最 最 幸 福 的！
str_id_5423|“心 中 的 渴 望”？很 蠢 的 诗，如 果 你 要 我 评 价 的 话。如 果 诗 人 想 追 求 一 个 女 人，那 么 他 应 该 尽 力 去 赢 得 她 的 芳 心—— 而 不 是 把 自 己 的 欲 望，用 虚 假 的 虔 诚 包 装 起 来！
str_id_5424|“心 中 的 渴 望”？嗯—— 这 是 对 世 俗 爱 情 与 神 圣 爱 情 的 有 趣 探 究。它 论 及 对 人 性 中 最 美 好 的 追 求，不 过 我 想 知 道 这 个 诗 人 是 否 未 尝 出 于 低 级 的 情 欲，而 使 他 对 更 崇 高 事 物 的 向 往 陷 入 窘 境。
str_id_5425|“心 中 的 渴 望”？哦，是 的—— 这 首 诗 富 有 哲 理，值 得 一 读。不 过，如 果 要 我 听 吟 游 诗 人 弹 整 整 三 个 钟 头 的 鲁 特 琴，我 个 人 还 是 倾 向 于 内 容 里 有 那 么 一 点 儿 故 事。
str_id_5428|{reg3}个 {s4} 给 {reg5}个 客 人 以 及 随 行 人 员 
str_id_5429|消 耗 了 {reg5}个 单 位 的 香 料 中 的 {reg3}个 
str_id_5430|消 耗 了 {reg5}个 单 位 的 油 中 的 {reg3}个 
str_id_5431|作 为 最 先 供 应 的 食 物，总 数 是 {s8}
str_id_5432|{s9} 并 且 种 类 是 {s8}。
